tweet,index
Dia D de Vacinação em Porto Alegre com passe livre! 🚍💉Todas as nossas unidades de saúde estarão abertas até às 18h para receber você e sua família para aplicação da vacina contra a gripe. O imunizante está disponível para todas as pessoas com mais de seis meses de idade. https://t.co/TI3wIFiCqk,5558
"@vitto_leao @Mr_Hyde1866 💉tomei 3 picadas. Quando criamos imunidade e o 🦠 perdeu força ñ tomei mais. Naquele momento sim, salvou vidas e há gráficos que mostram a curva descendente de mortes após a vacinação. Hoje em dia, não vejo muito sentido em vacinação em massa para COVID. Apenas grupos de risco",5561
"@eduardopaes @danielsoranz Revoltada com essa gestão que retira a campanha de vacinação contra HPV até os 45 anos. Todo mundo sabe que adolescente não adere a vacina, e quem quer não pode se vacinar. O SUS não é pra todos? Pq pessoas acima de 19 anos precisam pagar mais de $1000?",5565
"Foi bom enquanto durou, mas a campanha de vacinação do HPV para ambos os sexos até 45 anos foi ENCERRADA. Vacinação volta a ser somente para público alvo que tem faixa etária dos 9 aos 19 anos.",5583
Covid-19: Campinas retoma vacinação em crianças de 5 a 11 anos a partir desta sexta; entenda #g1 #g1Campinas #EPTV https://t.co/DQhmbqcAoj,5606
Mossoró terá pontos extras de vacinação contra a Influenza neste sábado (24)https://t.co/cSr1gX6bjz,5615
Pelo menos oito cidades da Região Metropolitana realizam Dia D de vacinação contra a gripe neste sábadohttps://t.co/JoXAHBzcvb,5617
"A vacinação da população idosa com as duas doses, o mês de julho apresentou uma redução de 72% na morte de pessoas com 60 anos ou mais por complicações do coronavírus em Alagoas. 📲 Confira já nossa última matéria: https://t.co/PfjAuGjFlP",5622
💉 Divinópolis amplia vacinação contra a gripe para toda a população #g1 #g1centrooeste &gt;&gt; https://t.co/3CHers2CyX https://t.co/3CHers2CyX,5623
Como será o Dia D de vacinação contra gripe em Porto Alegre neste sábado➡️Unidades de saúde estarão abertas das 9h às 18hhttps://t.co/4OORKp1aCQ,5634
"VACINA CONTRA A GRIPE | Nesta segunda-feira (7), dia em que começa a campanha de vacinação contra a gripe, o presidente Lula e o vice-presidente Geraldo Alckmin receberam o imunizante, ao lado do ministro da Saúde, @padilhando, e do mascote do SUS, Zé Gotinha. https://t.co/oCyanuFydI",5636
💉'Dia D': cidades do centro-oeste paulista promovem vacinação contra a gripe neste sábadohttps://t.co/a84f0uVTdo,5641
Cidades nas regiões de Sorocaba e Jundiaí promovem 'Dia D' de vacinação contra a gripe neste sábado https://t.co/LuvXqNPx2B #g1 #Sorocaba #Jundiaí,5642
"Vacinação de crianças até um ano deve ser reforçada pelos municípios da Paraíba, diz Saúde.#g1 #g1Paraíba https://t.co/B3xJdFACVG https://t.co/gQIRmj5A4d",5644
#Saúde: Dia D de Vacinação em Porto Alegre ocorre neste sábadohttps://t.co/JEFE1xVaRX,5650
"Inglaterra anuncia campanha de vacinação contra a gonorreia, uma iniciativa inédita no mundo https://t.co/3Bn3QRjeXI",5653
Metrô de BH terá campanha de vacinação contra a gripe nesta segunda-feira; saiba ondeA campanha é organizada pela Secretaria Municipal de Saúde em parceria com a Metrô BHhttps://t.co/4ILTvIZbks,5654
Postos de saúde iniciam na próxima semana vacinação contra gripe http://t.co/9uASU3nxtE,5656
COVID-19: Prefeitura retoma vacinação de crianças de seis meses a menores de 12 anos - https://t.co/gL0hyudqJD https://t.co/Tn3ANgd0PH,5659
Ampliação do público alvo da vacinação em alguns municípios e a cobrança por equipamentos de segurança para profissionais da saúde nos hospitais públicos são destaques no #JA2 de hoje. Confira: https://t.co/7pzwg6XqiL,5660
Rio amplia vacinação contra a dengue para adolescentes de 17 e 18 anos https://t.co/6TeGihFDaS,5662
"DIA D | Neste sábado, acontece o Dia D da campanha de vacinação contra a influenza. Idosos, crianças acima de seis meses até menores de seis anos de idade, gestantes, puérperas e pessoas com comorbidades podem receber a imunização. #DiaD #VacinaçãoInfluenza https://t.co/1yKVtN9o8i",5663
Vacinação contra a gripe começa para toda a população de Aracaju https://t.co/44kKo8V2iv#g1 #g1se https://t.co/EDbcXG77bd,5685
"OPORTUNIDADE ✅️Mais de 350 vagas de emprego estão disponíveis nesta terça-feira em ManausOs interessados devem estar munidos do comprovante de vacinação (Covid-19), currículo, certificados de cursos e documentos pessoaisConfira 👇https://t.co/Rwzm5OvfFh https://t.co/NXyXLtj4FJ",5686
"➡️ Casos de gripe disparam no país e baixo nível de vacinação preocupa especialistas #sbtnews Vírus influenza tipo A provoca aumento nas internações, principalmente entre crianças e idosos. Ao todo, 15 estados já estão em alertahttps://t.co/Q0Kt3wWOgk",5688
Goiânia registra longas filas no início da vacinação contra a gripe para todas as idades==&gt; https://t.co/qFdFpOLPE4#NoArNaCBN #CBNGoiania #saúde #notícias https://t.co/0XdSc9WJdq,5691
Porto Alegre terá ‘Dia D’ de vacinação contra a gripe no sábado (10). Todas as unidades de saúde da Capital estarão abertas das 9h às 18h.https://t.co/lVd9RtMkB0,5692
"global de vacinação não foi tão bem-sucedida quanto o esperado. Ele também reconheceu o quão difícil tem sido convencer a população sobre as mudanças climáticas. Agora que ambas as narrativas estão perdendo força, há uma mudança notável:...",5708
"Há uma nova onda no horizonte, com uma variante com grande escape imunológico. No BR, a grande maioria das pessoas está sem nova dose de vacina há ANOS. Há campanha de vacinação contra a gripe, mas zero campanha de vacinação contra a covid.https://t.co/yTH4wvp15L https://t.co/wRHfd0HzMi",5732
Campinas inicia vacinação em escolas municipais para ampliar cobertura entre crianças e adolescentes#g1Campinas #Campinas #EPTV #G123 https://t.co/E42dGjz9O7 https://t.co/Cty35SUMrw,5746
"Mariana Mazzucato, do Fórum Econômico Mundial, admite que a campanha de vacinação fracassou: agora tudo está voltado para a crise hídrica. Mariana Mazzucato, uma palestrante de destaque no Fórum Econômico Mundial, admitiu abertamente que a campanha global de vacinação não foi tão… https://t.co/yAfVzH7GaL https://t.co/a3S3cOwHiE",5762
"Se liga aí, a vacina da gripe está disponível para maiores de 60 anos e profissionais de saúde. Em Águas Claras a sala de vacinação fica na administração regional, rua Manacá.",5809
Campanha de vacinação antirrábica para cães e gatos começa em Aracaju; saiba onde vacinar seu pet https://t.co/I4fUAR2WBq #g1#g1se,5818
"Vacinação contra dengue reduziu mais de 80% das mortes pela doença e mais de 70% nos casos no Brasil, diz ministro da Saúde; VÍDEO =&gt; https://t.co/5nd2mGGheN #g1",5824
João Pessoa inicia vacinação contra Covid-19 com bivalente para idosos acima de 75 anos.#g1 #g1Paraíbahttps://t.co/wYgED6xDDj https://t.co/IiHhwekref,5825
"A Prefeitura de Olinda, em uma ação conjunta das Secretarias de Saúde e Educação, lançou uma campanha de atualização da vacinação infantil. Confira mais detalhes.#vacina #criança #saúde #jm #olinda https://t.co/cMfitzBeMI",5828
"Vacinação contra a gripe: RJ tem Dia D neste sábado, e cidades ampliam o calendário; confirahttps://t.co/iLrENtRaYD",5831
Danilo Borges participou do lançamento da vacinação de crianças nas escolas municipais da capitalhttps://t.co/qNzJwJwEsh#daniloborges #vacinação #internação #jornalhojeemdia,5833
Salvador terá Dia D de vacinação contra Influenza no sábado; saiba onde receber imunizante https://t.co/Ax5ZPVWiIZ #g1 #g1BA https://t.co/Dxur8ahUYw,5841
Dia D de vacinação contra a gripe será realizado neste sábado (10) em São Luíshttps://t.co/FmuxxrDpHw,5849
Crianças da rede municipal de ensino de Goiânia recebem primeira etapa de vacinação nas escolas - Leia no Diário de Goiás: Conteúdo de verdade com jornalismo profissional https://t.co/kMgPTrJFH3,5852
Porto Alegre retoma vacinação contra dengue nesta segunda-feira (11). Vacinas estarão dispóníveis para crianças e adolescentes de 10 a 14 anos. https://t.co/FSLd2ZL9qt,5861
Metrô de BH organiza nova campanha de vacinação contra gripehttps://t.co/VfMsL6UUjo,5866
Mais de 12 mil doses são aplicadas no dia D da vacinação contra a Influenza https://t.co/ofTWhs6ldJ,5873
"Rio inicia vacinação contra a gripePrimeira etapa imuniza trabalhadores da Saúde. A partir do dia 1° de abril idosos, gestantes e crianças também vão poder se vacinarhttps://t.co/gqPqHJVVej",5879
💉 Cidades da região de Itapetininga promovem vacinação contra a gripe neste sábadohttps://t.co/QI4z7g1OZ3 #g1 #Itapetininga #Tatuí https://t.co/Ry3HPdILIv,5885
Campanha de vacinação contra a gripe inicia nesta segunda; veja quem já pode se vacinar https://t.co/1GVV1U1AuY https://t.co/declhkWE1d,5896
"Boulos disse que Nunes tem duas caras nessa campanha. E lembrou que ele disse que Bolsonaro fez tudo certo na pandemia, e que antes apoiava a posição de Bruno Covas. E também da fala de Nunes sobre vacina, em que ele chegou a dizer que tinha arrependido de ter apoiado a vacinação",5899
"Já conhece a beep saúde. ? Eles tem um serviço de vacinação e coleta de exames e o melhor, vão na sua casa. Conheçahttps://t.co/vk1O7E9kFa",5906
"Parabéns ao governo de São Paulo! Com uma taxa de vacinação 100%, a população está segura. 👏👏https://t.co/lqEMdZpI44",5920
"Hoje é o Dia D de vacinação contra a gripe em todo o Brasil (exceto Norte, que terá campanha no 2º semestre). A ação é nacional e busca proteger a população antes do inverno, quando os vírus respiratórios circulam mais. Procure a UBS mais próxima e vacine-se!",5923
"Hoje foi dia de atualizar as vacinas! Nessa última semana, liberamos a vacina bivalente contra a Covid-19 para todos com mais de 18 anos. As doses já estão disponíveis nas 32 UBSs com sala de vacinação. Procure uma Unidade mais próxima e vacine-se! https://t.co/4V7rVbMcG9",5926
Aplicativo vai enviar alertas sobre vacinação de crianças para pais e responsáveis.https://t.co/YpPw5FH3Lm,5972
#Saúde: Porto Alegre retoma vacinação contra dengue nesta segunda-feirahttps://t.co/7NsWJqPyt9,6053
Vacinação contra a Covid-19 conta com nova estratégia de prevenção - https://t.co/47QuTkrEAE https://t.co/PZlFsNFfJB,6057
Metrô de BH organiza nova campanha de vacinação contra gripehttps://t.co/JyDwyAV0L0,6059
"#AoVivo | Sessão Solene homenageia à Unidade Básica de Saúde 1 (UBS 1), localizada na cidade satélite Guará - DF.A  UBS 1 foi escolhida para o lançamento da campanha nacional de vacinação bivalente, o que reforça sua importância estratégica.Acompanhe: 📷 https://t.co/GnTgzME1Yg https://t.co/k9zyB0xV3J",6063
"#Boa noite! Hoje atingimos a marca de 200 mil doses aplicadas da vacina contra a covid-19. Amanhã (6) encerramos a vacinação dos idosos, com o início da imunizaçção na população com 60 anos. Confira!https://t.co/dBGxLyarPj",6065
ALERTA DE FAKE NEWS!!! Estão espalhando que o governo vai vacinar crianças à força. É mentira — e é perigoso demais deixar isso circular assim.Lula lançou o maior programa de vacinação nas escolas da história. Serão quase 30 milhões de crianças protegidas contra doenças que o…,6096
Vacinação contra Covid-19 terá estratégia Liberou Geral nesta terça (15) https://t.co/c3HnWcz0vi https://t.co/vrFzRU8qSz,6170
"yags, bora cuidar da saúde?hoje e amanhã das 16 as 22 está ocorrendo vacinação para hepatite A e hpv na estação república do metrô para os usuários de prep, é gratuito e precisa levar apenas um documento de identidade e a receita da prepviva o sus!",6204
SESI promove Dia D da vacinação em empresas do Maranhãohttps://t.co/fVLLznd8zh(Foto: Divulgação) https://t.co/zFBayQNsSv,6229
João Pessoa mantém campanha de vacinação durante Corpus Christi; confira locaishttps://t.co/c7ghH41ZOj,6233
"A Fundação Municipal de Saúde (FMS), promove neste sábado (17), o dia D da vacinação contra a gripe. Acesse: https://t.co/gef89Eet52 https://t.co/Fxg6QfuJUf",6267
Pernambuco anuncia como será campanha de vacinação contra gripe de 2025; veja grupos prioritários. #vvhttps://t.co/3KsYsLdGVS,6279
Vacinação contra dengue é estendida a todos os municípios do Rio de Janeiro https://t.co/LQSqK4pw8h,6287
"RT @MarcelHLeite: A vacinação de crianças de 6 meses a 5 anos está MUITO AQUÉM!Podemos ver esse NEGACIONISMO num post da Sesau, onde pais…",6291
Piauí é o estado com mais pessoas vacinadas com a quarta dose da vacina contra Covid-19. Confira o percentual de vacinação por UF na nova matéria 💉⬇️https://t.co/4LOtELbEEq,6292
SES adere à campanha nacional de vacinação para crianças e adolescenteshttps://t.co/n7Ct8wkt1L,6293
"@Gustavramski_ A campanha contra a vacinação segue de vento em popa: A vacina contém 'grafeno', para instalar o chip do anticristo. A vacina causa autismo em crianças e trombose em adultos. E não adianta falar que eu e meus familiares tomamos todas as todas e não tivemos reação adversa.",6318
▶️ Vacinação nas escolas de Corumbá segue até dia 28Prefeitura leva imunização a unidades urbanas e rurais para ampliar cobertura vacinal infantil#UltimasNoticias #CapitalNewshttps://t.co/P9t08YuFWp,6385
"Santos amplia vacinação de crianças e adolescentes, mas enfrenta baixa adesão para dengue e Covid: https://t.co/wh3ZbMQdMY #g1",6397
"Ministério da Saúde lança versão digital da caderneta de vacinação de crianças.Na versão digital, os pais vão receber alertas online sobre datas de vacinação de cada filho.Confira a reportagem completa: https://t.co/FwZWShaej2 #JN📷 Marcelo Camargo/Agência Brasil https://t.co/3mveVfpe6l",6405
"Belo Horizonte terá diversos pontos de vacinação contra a gripe neste sábado (31)Para se imunizar, é preciso apresentar documento de identificação com foto, CPF e cartão de vacinação https://t.co/SouMYqCb44 https://t.co/vXCwz2mERW",6412
Salvador amplia vacinação contra gripe para toda a população a partir desta quarta; veja em quais unidades : https://t.co/eTVnFgCbiV,6413
Inglaterra lança campanha de vacinação inédita contra a gonorreiahttps://t.co/TwhLNteJeE,6421
"A partir desta segunda-feira (20), a  vacina bivalente contra a Covid-19 fica disponível para grávidas ou puérperas que tenham tido filhos há até 45 dias.As interessadas podem receber o imunizante em uma das 92 salas de vacinação, das 8h às 17h. https://t.co/Na1c90NChO",6422
"Quem ama e cuida, vacina!Apoio total ao PL 436/2025, do deputado @felipebecari, que garante vacinação gratuita para cães e gatos de famílias de baixa renda. É saúde pros nossos pets, alívio no bolso de quem mais precisa e mais proteção pra todos!",6437
"Durante o feriadão, nossos pontos móveis de vacinação seguem funcionando para garantir prevenção e cuidado à população. 💉✨De quinta (1º) a sábado (3), tem vacina contra Influenza, Covid-19 e HPV nos shoppings Sul, Tambiá e no Ferreira Costa. 🏬📍Vacinação é compromisso com… https://t.co/Akb72yv6NF",6442
"Estou muito feliz com a chegada da vacina. A nossa equipe está preparada para a campanha de vacinação. Nessa primeira etapa, apenas os idosos do Lar dos Vicentinos e profissionais da saúde da linha de frente no atendimento às pessoas com o coronavírus serão vacinadas.",6447
"Vacina salva vidas. Vacina no braço da população, sempre!O Brasil é referência mundial em vacinação, e o SUS garante esse direito para todos nós. Sempre defendi a ciência e a importância da vacinação para proteger a nossa população.  #DiaNacionalDaVacinação#VacinaSalva https://t.co/PU7X04fLCM",6450
"Passamos da estarrecedora marca de 600 mil vidas levadas pela COVID-19. A vacinação avançou, o número de mortes diminuiu, mas, ainda precisamos nos cuidar e cuidar das outras pessoas. A todas as famílias enlutadas por esse vírus destruidor, a minha irrestrita solidariedade.",6463
"O governo Lula quer obrigar a vacinação de crianças a partir de seis meses de idade, contra a Covid-19. Uma decisão arbitrária e que não encontra respaldo científico, já que esse público é de baixo risco para casos graves da doença.Já estamos atuando para derrubar a decisão!",6469
"No Dia Nacional da Vacinação, vamos celebrar a saúde preventiva, a vacinação ajuda toda a comunidade a diminuir determinados casos de doenças, promove, entre outros benefícios, a diminuição do número de hospitalizações e a redução de gastos com medicamentos. Previna-se! https://t.co/zpLs1FAU3o",6470
"Semana Mundial do Brincar com as famílias ocupando novamente o Bosque Rodrigues Alves! 🌳🤩Eu e a Fabíola Cabral levamos a Beloca pra curtir esse sábado repleto de atividades, brincadeiras, oficinas, exposições e serviços de cidadania e vacinação — tudo com entrada GRATUITA! ✅ https://t.co/KmOXn0NNGM",6475
"Pessoal, o frio voltou e com ele os casos de gripe! Mesmo com 322.008 doses de vacina aplicadas desde o dia 1º de abril, registramos um aumento de 500% nos casos. Precisamos nos prevenir e manter a carteirinha de vacinação sempre em dia.https://t.co/oeZi0Q38wc",6482
"Olha aí o nosso sec. de Saúde, Alexandre Motta, dando o exemplo e atualizando a carteirinha de vacinação! E dona Nete, com 77 anos, também já garantiu a dela! Começou a campanha e ela correu pra atualizar o esquema vacinal! Vacina é cuidado, é proteção e compromisso com a vida! https://t.co/MtNLX3VkcR",6485
Campanha de vacinação em escolas e CMEIs começa em maiohttps://t.co/TjIRhGWQlN https://t.co/ywiTObc0lz,6491
LUCAS DO RIO VERDELucas do Rio Verde realiza Dia “D” de vacinação contra a gripe neste sábado (12)https://t.co/fpRK3rIeo8 https://t.co/SNkPPZt5eB,6498
"Pico de internações por gripe reforça alerta para a vacinação de crianças, idosos, gestantes e pessoas com comorbidades➡️Em 2024, a cada cinco pessoas hospitalizadas, quatro não estavam vacinadashttps://t.co/bSYW5Fzq9k",6499
POLÍTICA | @renataloprete  e @juliaduailibi  analisam como a investigação sobre o cartão falsificado de vacinação contra a Covid-19 de Jair Bolsonaro deu origem a outras descobertas da Polícia Federal. https://t.co/Vg2jrA78VO,6513
Maceió realiza 'Dia D' de vacinação contra Influenza neste sábado ▶ https://t.co/J8Lgccwiur 📸 Secom Maceió https://t.co/LbLxVBIcFc,6517
"Bom dia!Já já tem #JA1TO falando sobre queimadas e as últimas informações sobre o incêndio do fim de semana que destruiu centenas de veículos apreendidos. Tem as informações da vacinação de adolescentes com comorbidades. 12h, viu? Transmissão pelo nosso portal @g1tocantins https://t.co/DOcWJhttEU",6535
"O sábado (10) marca o Dia D da vacinação contra a gripe em todo o Brasil, mas em alguns locais, como em Brasília, a imunização já começou. A ação é promovida pelo Ministério do Trabalho e Emprego em parceria com outros órgãos do governo. #RepórterBrasil📲 https://t.co/NKn2jKblcn",6537
O dia começou bem cedinho para Marques de Souza. É que nesta quinta meu repórter participou do #Hora1 da @tvglobo para trazer uma ótima notícia: a Paraíba atingiu a meta de vacinação! Mais de 90% da população adulta está vacinada contra a COVID-19. 💉 Assista no @globoplay. 🖥️ https://t.co/rbbQ8rk8SE,6539
"A Secretaria Municipal de Saúde iniciou, neste sábado (10), o Dia D de vacinação contra a gripe. Veja os locais, horários e outros detalhes da campanha.https://t.co/MbjvESQSIg",6548
"Estados, municípios e o Distrito Federal poderão acessar o recurso mediante a declaração de emergência. Como a imunização contra a influenza é uma das formas de prevenção, no dia 10 de maio, o Ministério da Saúde vai realizar um mutirão de vacinação em todo o país.",6550
Campinas amplia vacinação contra gripe para toda a população acima de 6 meses #g1 #g1Campinas #EPTVhttps://t.co/q8cN23nkSf https://t.co/LtLr5VcIEO,6554
A EXIGÊNCIA de OBRIGATORIEDADE de vacinação de C0v1d para crianças de 6 meses a 5 anos não tem base científica e nem encontra atuação similar em lugar nenhum do mundo (nem na China).Trata-se de um capricho de psicopatas sanitários brasileiros (os mesmos que negligenciaram a,6560
"Ampliamos a vacinação contra o HPV pra jovens de 15 a 19 anos. Até 17 de junho, dá pra atualizar a proteção nas unidades de saúde ou pelo app João Pessoa na Palma da Mão. 💉📲É cuidado com a saúde e prevenção de vários tipos de câncer. Vamos proteger quem a gente ama. 💪🏽🧡Se… https://t.co/wNrj1HT8az",6564
"Aprovamos, há pouco, o projeto de lei que autoriza fábricas de imunizantes de uso veterinário a produzirem vacinas contra a Covid no Brasil. Mais uma alternativa importante q pode ajudar o país a ampliar a oferta de doses e acelerar a vacinação da população. O PL segue p/ Câmara.",6599
Vacinação contra a gripe ocorrerá neste sábado em shopping de Santa Maria; veja como se imunizar https://t.co/FHnNfN3DGT,6631
Vacinação contra Covid-19 em João Pessoa em 8 de novembro de 2022.#g1 #g1Paraíba https://t.co/Fl80WUS79i https://t.co/Y8UybX1zGZ,6642
Medida é temporária e vale somente até o dia 30 de junho. A vacina segue disponível para o público de 9 a 14 anos#JornaldoTocantins #Tocantins #Palmas #saúde #vacinação https://t.co/zp5rrrjRZb,6648
"https://t.co/MGRbCNoBBA Curitiba terá vacinação contra gripe, covid e dengue no sábado https://t.co/InNFrGv6aj",6653
A campanha de vacinação contra a gripe foi antecipada em todo o Pará por causa do inverno amazônico. Mas mesmo assim só atingiu 13% do público-alvo em todo o estado. Em Belém apenas 19% do público se vacinou. https://t.co/HqInmuxzdt,6654
"➡️Influenza A é responsável por 72,5% dos óbitos por síndrome respiratória, aponta FiocruzFundação alerta para alta de mortes por gripe em crianças de até 2 anos e idosos; vacinação é a principal forma de prevenção #sbtnews https://t.co/7kPdKcW1mX https://t.co/OJaiT1F2e4",6657
"RT @g1tvintegracao: Covid-19: doses da Pfizer acabam e vacinação em Uberaba continua apenas para idosos, gestantes e puérperas com comorbid…",6659
"Prevenir é um ato de cuidado com a vida! A Prefeitura de João Pessoa disponibiliza vacinação em diversas unidades e pontos móveis. Durante janeiro, você também encontra um ponto no Festival Forró Verão, garantindo saúde para moradores e turistas. 🌞🎶Neste verão, atenção",6751
"AMANHÃ TEM BELÉM ANIMAL EM OUTEIRO! 🐾😸🐶Nosso programa de saúde animal itinerante vai promover um mutirão de castração, exames e vacinação antirrábica — tudo gratuito! Damos início ao Abril Laranja, mês de conscientização contra os maus-tratos. 👊🏻🐾Então, te liga: 👇🏼📅… https://t.co/WczzpwrfLZ https://t.co/sYAhONCzOf",6788
"💉Mais 936 mil doses da vacina da Pfizer chegaram agora à noite ao Brasil para impulsionar a vacinação contra a Covid-19 no País. Esse é o segundo lote de um total de 2,3 milhões de doses do imunizante que serão entregues ao Ministério da Saúde nesta semana. Seguimos avançando.🇧🇷 https://t.co/YOQ1o05HRJ",6789
💉 Cidades iniciam campanha de vacinação contra a gripe; saiba quem pode e como se vacinar no ES ==&gt; https://t.co/UhvC3jCHxC #g1ES,6859
Sábado (24) será o ‘Dia D’ da vacinação contra a gripe em Porto Alegre. A data também terá passe livre no transporte público da Capital.https://t.co/BHRbSgSycn,6863
Dia D de Vacinação imuniza população de Curitibahttps://t.co/5PiOtZNIyT,6917
"VACINA CONTRA A INFLUENZA ENTRA NO CALENDÁRIO ANUAL DO SUS PARA CRIANÇAS, IDOSOS E GESTANTESA medida reforça a importância da vacinação como estratégia permanente de proteção contra a gripe, especialmente no período de maior circulação do vírus.https://t.co/t88ikh6beC",6923
"A partir de hoje (11), a vacinação contra a Influenza nas unidades de saúde de Maceió está disponível, apenas para a segunda dose das crianças de 6 meses a menores de 9 anos de idade.#CBNmaceió #cbnmaceió #Alagoas #Jornalismo #notícia #vacina #gripe #doses #crianças #influenza https://t.co/xI7yKtFcQd",6926
Manaus inicia campanha de vacinação contra a pólio na segunda-feira (27) #g1AM https://t.co/FYhrJzIbOX,6946
#Saúde: Vacinação contra gripe abre para população geral nesta sexta-feira (16)https://t.co/yrkIOwZ2Ao,6958
"Ampliação ocorre para responder ao aumento dos casos de Influenza no país. Antes, vacinação tinha como público-alvo somente os grupos prioritários  📲 Leia agora em O Popular: https://t.co/ACXp2w0Lic#LeiaAgora #OPopular #Goiás #saúde #Influenza #vacinação",6966
Vacinação contra raiva de herbívoros termina no sábado (15)https://t.co/l95hHHw3bv,6969
"Começou a campanha de vacinação contra a influenza. A vacina da gripe, que também previne contra o vírus H1N1,... https://t.co/TcTf1jBZWX",6976
Ibaneis Rocha comenta início de vacinação das crianças do DF contra a Covid-19 https://t.co/Qz5cZS2MgE,6977
"PROTEÇÃO CONTRA GRIPE | Unidades básicas de saúde (UBS) e pontos de vacinação promovem neste sábado (10) o Dia D de vacinação contra a gripe.  A ação acontece nas regiões Nordeste, Centro-Oeste, Sul e Sudeste. Veja a lista completa do público-alvo: https://t.co/plfK05hB5q. https://t.co/qaKIo95OzO",7001
A população de Teresina conta com uma facilidade para manter a caderneta de vacinação em dia.Acesse: https://t.co/tos5mJW2Jw https://t.co/CY0SQgZq2q,7010
Dia D de vacinação contra a Influenza acontece neste sábado em Aracaju https://t.co/04eifLKhrz #g1 #g1se https://t.co/n15HVKBSJU,7019
Ribeirão Preto amplia vacinação contra gripe para toda população; veja como receber #g1Ribeirao https://t.co/e3dueJX6go,7020
"Campanha de vacinação contra gripe começa nos terminais de integração de São Luís, nesta terça (27)https://t.co/vTPO2PWkU0",7036
Curitiba inicia vacinação contra dengue: veja quem pode se imunizarhttps://t.co/h2Z05EeCMC,7043
"Caderneta de Saúde da Criança ganha versão digital. A ferramenta permite que pais e responsáveis acompanhem a vacinação e o desenvolvimento das crianças diretamente pelo celular. Confira essa e outras notícias no #RepórterBrasil de segunda a sábado, às 19h! 📺 https://t.co/9iG0t4Ciuh",7047
"Explorando os eventos adversos da vacinação contra a COVID-19 da Oxford–AstraZeneca, Pfizer-BioNTech, Moderna e Johnson &amp; Johnson na Síndrome de Guillain-Barré | Relatórios Científicos https://t.co/MiX2vbAL6I",7070
"🚨 Alerta Dengue em MS! 🚨 Já são 298 casos prováveis e 25 confirmados em 2025. Algumas cidades estão em estado de alerta! A vacinação é essencial para reduzir casos graves, evitar a sobrecarga nos hospitais e salvar vidas. Procure um posto de saúde!",7142
"Cuidar da saúde é compromisso de todos! 💙 Por isso, ampliamos o acesso à vacinação com três pontos móveis, funcionando até 21h, além das salas nas unidades de saúde. Garantir a imunização nunca foi tão fácil! 💉✨Os pontos estão no Ferreira Costa, Shopping Sul e Shopping",7147
"Irresponsabilidade:postos de saúde lotados. As prefeituras de São Luís e demais municípios devem organizar a vacinação por dia,  ordem alfabética e  prioridade. Devem garantir higiene e distância entre as pessoas. Colocar em risco a população e profissionais de saúde é grave.",7150
"Olá, pessoal! Depois de 10 dias em isolamento, saindo por uma boa causa: levar Dona Rosa ao 'drive-thru' para a vacinação contra a influenza. Faça o mesmo com seus pais e avós! Um ótimo dia para vocês! Deus abençoe!… https://t.co/DY3g0MHxIS",7153
"Pela primeira vez, a vacina contra a dengue está disponível no SUS de Curitiba. Nesta fase, será aplicada em crianças e adolescentes de 10 a 14 anos, em 67 unidades de saúde localizadas em áreas com mais casos registrados. A vacinação ocorrerá até o fim dos estoques, com a… https://t.co/CBZX8uLsng",7181
"Estamos antecipando o início da campanha de vacinação contra a gripe! Aqui no Paraná, a campanha começa na próxima terça-feira, dia 1º de abril. Contamos com 332 mil doses para começar e esperamos imunizar o máximo de pessoas.https://t.co/rdAyrL1Yus",7190
"Pense numa campanha de vacinação potente! 💉Já foram mais de 260 mil piauienses imunizados! Estamos trabalhando para ampliar esse número e proteger quem mais precisa.Se você faz parte do público-alvo, procure o posto de saúde mais próximo e garanta já a sua dose! https://t.co/oBrNVrLAK4",7191
"Gente, a Secretaria Estadual de Saúde está promovendo, hoje, o Dia D de vacinação contra a dengue. 🧶",7192
"Governo Lula libera verbas ""extras"" na Saúde, funcionando como novo orçamento secreto para beneficiar deputados e senadores aliados com R$ 3 bilhões. Portaria de maio autoriza R$ 40 milhões para vacinação e atenção à saúde, mas sem transparência no uso dos fundos municipais (uol)",7205
"Maceió ganhou hoje (21), nove pontos exclusivos para a vacinação de crianças de 6 a 11 anos. Serão oito unidades de saúde e o Shopping Pátio Maceió.#CBNmaceió #cbnmaceió #Alagoas #Jornalismo #notícia #vacinação #infantil #covid #exclusivo https://t.co/FLKrhqfzbW",7210
#saúde O Ministério da Saúde atualizou a estratégia de vacinação contra a covid-19 e a inclusão de idosos e gestantes no Calendário Nacional de Vacinação está entre as principais novidades. Leia: https://t.co/Dms8Z9IOl8 https://t.co/RAuSGWGlVC,7229
Alta nos casos de coqueluche reforça a importância da vacinação entre as gestantes#PortaliG #Coqueluche #Saude #Gestantes #Criançashttps://t.co/fSwqp8YbN7,7243
"SUS é bom demais , né? O Postinho de saúde onde tomo vacina desde pequenininha, faz vacinação da tríplice viral pelas ruas do bairro. As agentes de saúde vacinam os funcionários das lojas, os porteiros e faxineiros dos prédios. Viva o SUS! Vivas ao secretário municipal de saúde.",7302
"Intitulado “ Investigando a associação entre infecção por SARS-CoV-2, vacinação contra COVID-19 e doenças autoimunes em uma população pediátrica: uma análise abrangente ”, o estudo não encontrou aumento no risco autoimune decorrente da infecção por COVID-19 em si, mas confirmou",7311
